"","Indiv","Sire","Dam","Sex","Breed","Born"
"6722","animal6722","animal5378","animal3810","female","Angler",2017
"6723","animal6723","animal5378","animal3988","male","Angler",2017
"6724","animal6724","animal5378","animal5442","male","Angler",2017
"6725","animal6725","animal5378","animal5423","female","Angler",2017
"6726","animal6726","animal5378","animal3807","male","Angler",2017
"6727","animal6727","animal5378","animal4844","male","Angler",2017
"6728","animal6728","animal5378","animal3813","male","Angler",2017
"6729","animal6729","animal5378","animal3372","female","Angler",2017
"6730","animal6730","animal5378","animal5452","male","Angler",2017
"6731","animal6731","animal5378","animal4042","female","Angler",2017
"6732","animal6732","animal5378","animal4864","male","Angler",2017
"6733","animal6733","animal5378","animal4333","male","Angler",2017
"6734","animal6734","animal5378","animal5486","male","Angler",2017
"6735","animal6735","animal5378","animal4061","female","Angler",2017
"6736","animal6736","animal5378","animal4802","male","Angler",2017
"6737","animal6737","animal5378","animal4852","female","Angler",2017
"6738","animal6738","animal5378","animal4307","male","Angler",2017
"6739","animal6739","animal5378","animal3996","male","Angler",2017
"6740","animal6740","animal5378","animal4031","female","Angler",2017
"6741","animal6741","animal5378","animal4354","male","Angler",2017
"6742","animal6742","animal5378","animal4086","male","Angler",2017
"6743","animal6743","animal5378","animal3604","female","Angler",2017
"6744","animal6744","animal5378","animal5482","female","Angler",2017
"6745","animal6745","animal5378","animal3595","male","Angler",2017
"6746","animal6746","animal5378","animal4387","male","Angler",2017
"6747","animal6747","animal5378","animal3807","female","Angler",2017
"6748","animal6748","animal5378","animal4034","female","Angler",2017
"6749","animal6749","animal5378","animal5386","female","Angler",2017
"6750","animal6750","animal5378","animal4275","female","Angler",2017
"6751","animal6751","animal4001","animal5391","female","Angler",2017
"6752","animal6752","animal4001","animal5478","male","Angler",2017
"6753","animal6753","animal4001","animal5439","male","Angler",2017
"6754","animal6754","animal4001","animal5480","male","Angler",2017
"6755","animal6755","animal4001","animal5402","female","Angler",2017
"6756","animal6756","animal4001","animal5401","male","Angler",2017
"6757","animal6757","animal1329","animal5354","male","Angler",2017
"6758","animal6758","animal1329","animal5451","female","Angler",2017
"6759","animal6759","animal1329","animal5422","male","Angler",2017
"6760","animal6760","animal1329","animal5474","male","Angler",2017
"6761","animal6761","animal1329","animal5343","male","Angler",2017
"6762","animal6762","animal1329","animal5440","female","Angler",2017
"6763","animal6763","animal1329","animal5485","female","Angler",2017
"6764","animal6764","animal1329","animal5377","female","Angler",2017
"6765","animal6765","animal5399","animal4359","female","Angler",2017
"6766","animal6766","animal5399","animal4324","male","Angler",2017
"6767","animal6767","animal5399","animal3961","male","Angler",2017
"6768","animal6768","animal5399","animal3771","female","Angler",2017
"6769","animal6769","animal5399","animal4390","male","Angler",2017
"6770","animal6770","animal5399","animal4865","female","Angler",2017
"6771","animal6771","animal5399","animal4799","male","Angler",2017
"6772","animal6772","animal5399","animal4064","male","Angler",2017
"6773","animal6773","animal5399","animal4371","female","Angler",2017
"6774","animal6774","animal5399","animal3803","male","Angler",2017
"6775","animal6775","animal5399","animal3603","female","Angler",2017
"6776","animal6776","animal5399","animal4749","male","Angler",2017
"6777","animal6777","animal5399","animal4882","male","Angler",2017
"6778","animal6778","animal5399","animal5424","male","Angler",2017
"6779","animal6779","animal5399","animal4392","male","Angler",2017
"6780","animal6780","animal5399","animal4870","male","Angler",2017
"6781","animal6781","animal5399","animal1346","female","Angler",2017
"6782","animal6782","animal5399","animal3635","female","Angler",2017
"6783","animal6783","animal5399","animal4788","female","Angler",2017
"6784","animal6784","animal5399","animal4945","female","Angler",2017
"6785","animal6785","animal5399","animal4858","male","Angler",2017
"6786","animal6786","animal5399","animal4826","female","Angler",2017
"6787","animal6787","animal5399","animal5417","male","Angler",2017
"6788","animal6788","animal5399","animal3789","female","Angler",2017
"6789","animal6789","animal5399","animal1339","male","Angler",2017
"6790","animal6790","animal5399","animal4772","female","Angler",2017
"6791","animal6791","animal5399","animal4949","female","Angler",2017
"6792","animal6792","animal5399","animal5450","male","Angler",2017
"6793","animal6793","animal5399","animal5476","male","Angler",2017
"6794","animal6794","animal5399","animal3963","male","Angler",2017
"6795","animal6795","animal5399","animal5433","male","Angler",2017
"6796","animal6796","animal5399","animal4881","female","Angler",2017
"6797","animal6797","animal5399","animal5348","male","Angler",2017
"6798","animal6798","animal5406","animal4081","female","Angler",2017
"6799","animal6799","animal5406","animal4009","male","Angler",2017
"6800","animal6800","animal5406","animal5448","male","Angler",2017
"6801","animal6801","animal5406","animal5383","male","Angler",2017
"6802","animal6802","animal5406","animal3616","male","Angler",2017
"6803","animal6803","animal5406","animal5447","female","Angler",2017
"6804","animal6804","animal5406","animal3757","male","Angler",2017
"6805","animal6805","animal5406","animal4905","male","Angler",2017
"6806","animal6806","animal5406","animal4937","female","Angler",2017
"6807","animal6807","animal5406","animal5445","female","Angler",2017
"6808","animal6808","animal5406","animal4350","female","Angler",2017
"6809","animal6809","animal5406","animal1360","male","Angler",2017
"6810","animal6810","animal5406","animal1325","male","Angler",2017
"6811","animal6811","animal5406","animal4921","male","Angler",2017
"6812","animal6812","animal5406","animal4399","female","Angler",2017
"6813","animal6813","animal5406","animal3818","male","Angler",2017
"6814","animal6814","animal5406","animal4352","male","Angler",2017
"6815","animal6815","animal5406","animal4850","female","Angler",2017
"6816","animal6816","animal5406","animal3824","female","Angler",2017
"6817","animal6817","animal5406","animal4932","male","Angler",2017
"6818","animal6818","animal5406","animal5431","male","Angler",2017
"6819","animal6819","animal5406","animal4372","female","Angler",2017
"6820","animal6820","animal5406","animal5441","female","Angler",2017
"6821","animal6821","animal5406","animal4838","female","Angler",2017
"6822","animal6822","animal5406","animal3496","male","Angler",2017
"6823","animal6823","animal5406","animal4837","female","Angler",2017
"6824","animal6824","animal5406","animal3640","female","Angler",2017
"6825","animal6825","animal5406","animal3607","male","Angler",2017
"6826","animal6826","animal5406","animal4092","male","Angler",2017
"6827","animal6827","animal5406","animal4942","male","Angler",2017
"6828","animal6828","animal5406","animal3624","female","Angler",2017
"6829","animal6829","animal5406","animal4960","female","Angler",2017
"6830","animal6830","animal5406","animal4939","female","Angler",2017
"6831","animal6831","animal5406","animal3798","male","Angler",2017
"6832","animal6832","animal4866","animal5479","male","Angler",2017
"6833","animal6833","animal4866","animal5480","female","Angler",2017
"6834","animal6834","animal4866","animal5383","female","Angler",2017
"6835","animal6835","animal4866","animal5392","female","Angler",2017
"6836","animal6836","animal4866","animal5402","male","Angler",2017
"6837","animal6837","animal5418","animal3975","female","Angler",2017
"6838","animal6838","animal5418","animal4348","male","Angler",2017
"6839","animal6839","animal5418","animal3638","male","Angler",2017
"6840","animal6840","animal5418","animal3793","male","Angler",2017
"6841","animal6841","animal5418","animal5441","female","Angler",2017
"6842","animal6842","animal5418","animal4805","female","Angler",2017
"6843","animal6843","animal5418","animal4037","male","Angler",2017
"6844","animal6844","animal5418","animal4875","female","Angler",2017
"6845","animal6845","animal5418","animal3799","female","Angler",2017
"6846","animal6846","animal5418","animal3788","female","Angler",2018
"6847","animal6847","animal5418","animal3618","male","Angler",2018
"6848","animal6848","animal5418","animal4853","female","Angler",2018
"6849","animal6849","animal5418","animal3616","female","Angler",2018
"6850","animal6850","animal5418","animal5446","male","Angler",2018
"6851","animal6851","animal5418","animal4852","male","Angler",2018
"6852","animal6852","animal5418","animal4020","male","Angler",2018
"6853","animal6853","animal5418","animal4356","male","Angler",2018
"6854","animal6854","animal5418","animal3990","male","Angler",2018
"6855","animal6855","animal5418","animal5364","female","Angler",2018
"6856","animal6856","animal5418","animal4305","male","Angler",2018
"6857","animal6857","animal5418","animal3592","female","Angler",2018
"6858","animal6858","animal5418","animal4940","female","Angler",2018
"6859","animal6859","animal5418","animal1327","male","Angler",2018
"6860","animal6860","animal5418","animal3761","female","Angler",2018
"6861","animal6861","animal5418","animal4954","male","Angler",2018
"6862","animal6862","animal5418","animal4302","male","Angler",2018
"6863","animal6863","animal5418","animal4355","female","Angler",2018
"6864","animal6864","animal5418","animal4296","female","Angler",2018
"6865","animal6865","animal5418","animal4372","male","Angler",2018
"6866","animal6866","animal5418","animal4387","male","Angler",2018
"6867","animal6867","animal1353","animal5476","female","Angler",2018
"6868","animal6868","animal1353","animal5354","female","Angler",2018
"6869","animal6869","animal1353","animal5379","male","Angler",2018
"6870","animal6870","animal1353","animal5388","male","Angler",2018
"6871","animal6871","animal1353","animal5356","female","Angler",2018
"6872","animal6872","animal5458","animal4950","female","Angler",2018
"6873","animal6873","animal5458","animal3606","female","Angler",2018
"6874","animal6874","animal5458","animal4275","female","Angler",2018
"6875","animal6875","animal5458","animal5371","male","Angler",2018
"6876","animal6876","animal5458","animal3625","male","Angler",2018
"6877","animal6877","animal5458","animal3998","female","Angler",2018
"6878","animal6878","animal5458","animal1359","female","Angler",2018
"6879","animal6879","animal5458","animal3786","female","Angler",2018
"6880","animal6880","animal5458","animal4394","female","Angler",2018
"6881","animal6881","animal5458","animal4019","female","Angler",2018
"6882","animal6882","animal5458","animal4788","female","Angler",2018
"6883","animal6883","animal5458","animal4376","female","Angler",2018
"6884","animal6884","animal5458","animal3491","female","Angler",2018
"6885","animal6885","animal5458","animal5355","female","Angler",2018
