Indiv Sire Dam Born Sex Breed EBV
animal7584 animal5340 animal4042 2020 female Angler 100.88
animal7585 animal5340 animal4281 2020 female Angler 78.69
animal7586 animal5340 animal1354 2020 female Angler 79.3
animal10769 animal5340 animal8174 2020 female Angler 103.34
animal10770 animal5340 animal8174 2020 female Angler 98.39
animal7587 animal5340 animal3979 2020 female Angler 82.17
animal7588 animal5340 animal3781 2020 female Angler 98.82
animal7589 animal5340 animal3994 2020 female Angler 105.04
animal7590 animal5340 animal1356 2020 male Angler 93.75
animal10771 animal5340 animal8200 2020 male Angler 108.03
animal7591 animal5340 animal1354 2020 male Angler 80.19
animal7592 animal5340 animal4749 2020 male Angler 106.88
animal7593 animal5340 animal5407 2020 male Angler 94.42
animal7594 animal5340 animal4275 2020 male Angler 95.01
animal7595 animal5340 animal4017 2020 male Angler 96.6
animal7596 animal5340 animal4827 2020 female Angler 94.23
animal7597 animal5340 animal4837 2020 female Angler 105.9
animal7598 animal5340 animal5359 2020 male Angler 96.91
animal7599 animal5340 animal3595 2020 male Angler 94.48
animal7600 animal5340 animal3620 2020 male Angler 86.43
animal7601 animal5340 animal3620 2020 female Angler 90.44
animal7602 animal5340 animal1346 2020 male Angler 97.48
animal10772 animal5340 animal8210 2020 female Angler 92.62
animal8771 animal5340 animal6197 2020 male Angler 98.72
animal7603 animal5340 animal4858 2020 female Angler 89.4
animal7604 animal5340 animal1327 2020 male Angler 84.83
animal7605 animal5340 animal3753 2020 female Angler 82.1
animal7606 animal5340 animal4391 2020 male Angler 90.96
animal7607 animal5340 animal4030 2020 female Angler 99.49
animal3653 animal3490 animal1318 2020 female Angler 92.19
animal7608 animal3490 animal5473 2020 male Angler 104.35
animal3654 animal3490 animal1346 2020 female Angler 106.86
animal5983 animal3490 animal4814 2020 male Angler 85.21
animal7609 animal3490 animal5452 2020 female Angler 80.13
animal4645 animal3490 animal4084 2020 male Angler 98.67
animal4195 animal3490 animal3771 2020 female Angler 92.78
animal3655 animal3490 animal3496 2020 female Angler 108.03
animal8772 animal3490 animal6188 2020 female Angler 81.82
animal7610 animal3490 animal5480 2020 male Angler 79.97
animal7611 animal3490 animal5445 2020 male Angler 81.09
animal4646 animal3490 animal4058 2020 male Angler 101.57
animal7612 animal3490 animal5486 2020 female Angler 93.92
animal11725 animal3490 animal10293 2020 female Angler 101.41
animal8773 animal3490 animal6202 2020 male Angler 88.88
animal8774 animal3490 animal6228 2020 female Angler 84.45
animal3656 animal3490 animal1326 2020 female Angler 90.22
animal5984 animal3490 animal4789 2020 male Angler 96.59
animal5985 animal3490 animal4838 2020 male Angler 96.24
animal5986 animal3490 animal4815 2020 male Angler 81.63
animal5987 animal3490 animal4905 2020 female Angler 84.34
animal7613 animal3490 animal5371 2020 female Angler 92.23
animal7614 animal3490 animal5337 2020 female Angler 87.61
animal5988 animal3490 animal4857 2020 female Angler 106.27
animal5213 animal3490 animal4374 2020 female Angler 82.22
animal4647 animal3490 animal4004 2020 male Angler 97.43
animal5989 animal3490 animal4774 2020 female Angler 78.41
animal4648 animal3490 animal4014 2020 male Angler 100.71
animal3657 animal3490 animal1318 2020 male Angler 95.67
animal4649 animal3490 animal4088 2020 male Angler 86.32
animal5990 animal3490 animal4786 2020 female Angler 81.87
animal3879 animal3490 animal3607 2020 female Angler 94.06
animal3658 animal3490 animal1325 2020 female Angler 87.8
animal5214 animal3490 animal4296 2020 male Angler 82.17
animal8775 animal3490 animal6179 2020 male Angler 93.5
animal8776 animal3490 animal6241 2020 male Angler 86.34
animal3880 animal3490 animal3621 2020 female Angler 74.58
animal4650 animal3490 animal4055 2020 male Angler 97.77
animal13048 animal11701 animal4030 2020 male Angler 98.29
animal13049 animal11701 animal3994 2020 male Angler 107.76
animal13050 animal11701 animal1341 2020 male Angler 86.37
animal13051 animal11701 animal1350 2020 male Angler 96.33
animal13052 animal11701 animal5454 2020 female Angler 95.17
animal13053 animal11701 animal5489 2020 male Angler 99.9
animal13054 animal11701 animal4815 2020 male Angler 92.75
animal13055 animal11701 animal6243 2020 female Angler 89.04
animal13056 animal11701 animal6201 2020 male Angler 77.69
animal13057 animal11701 animal4372 2020 male Angler 96.69
animal13058 animal11701 animal4075 2020 female Angler 96.11
animal13059 animal11701 animal3600 2020 male Angler 107.94
animal13060 animal11701 animal5445 2020 male Angler 82.8
animal13061 animal11701 animal4772 2020 female Angler 81.45
animal13062 animal11701 animal3638 2020 male Angler 82.34
animal13063 animal11701 animal4786 2020 male Angler 87.48
animal13064 animal11701 animal3592 2020 female Angler 79.49
animal13065 animal11701 animal4864 2020 male Angler 95.14
animal13066 animal11701 animal8193 2020 male Angler 96.15
animal13067 animal11701 animal6163 2020 female Angler 79.12
animal13068 animal11701 animal4882 2020 female Angler 99.83
animal13069 animal11701 animal3973 2020 female Angler 91.16
animal13070 animal11701 animal4299 2020 female Angler 95.44
animal13071 animal11701 animal4765 2020 female Angler 95.57
animal13072 animal11701 animal4816 2020 male Angler 88.83
animal13073 animal11701 animal3762 2020 female Angler 101.42
animal13074 animal11701 animal3372 2020 female Angler 102.72
animal13075 animal11701 animal3757 2020 male Angler 109.36
animal13076 animal11701 animal4038 2020 female Angler 93.45
animal13077 animal11701 animal4389 2020 male Angler 91.91
animal13078 animal11701 animal4359 2020 male Angler 92.55
animal13079 animal11701 animal5391 2020 male Angler 88.55
animal13080 animal11701 animal4773 2020 male Angler 79.08
animal13081 animal11701 animal4847 2020 male Angler 100.71
animal13082 animal11701 animal4371 2020 male Angler 98.93
animal13083 animal11701 animal5370 2020 female Angler 89.1
animal13084 animal11701 animal5450 2020 male Angler 96.95
animal13085 animal11701 animal4865 2020 male Angler 86.83
animal7615 animal5350 animal4396 2020 male Angler 95.48
animal7616 animal5350 animal4840 2020 female Angler 93.63
animal7617 animal5350 animal4803 2020 male Angler 91.83
animal8777 animal5350 animal6234 2020 male Angler 94.34
animal7618 animal5350 animal4031 2020 female Angler 71.46
animal7619 animal5350 animal1337 2020 female Angler 86.12
animal8778 animal5350 animal6249 2020 female Angler 101.38
animal7620 animal5350 animal4026 2020 female Angler 83.24
animal7621 animal5350 animal3795 2020 female Angler 82.77
animal7622 animal5350 animal4911 2020 female Angler 95.52
animal7623 animal5350 animal4391 2020 male Angler 83.99
animal7624 animal5350 animal4870 2020 male Angler 109.2
animal10773 animal5350 animal8188 2020 female Angler 84.56
animal7625 animal5350 animal5475 2020 female Angler 96.18
animal7626 animal5350 animal4838 2020 male Angler 93.97
animal7627 animal5350 animal5446 2020 female Angler 95.78
animal7628 animal5350 animal4306 2020 male Angler 91.72
animal7629 animal5350 animal1373 2020 female Angler 80.33
animal7630 animal5350 animal4900 2020 female Angler 86.34
animal7631 animal5350 animal3963 2020 male Angler 93.8
animal7632 animal5350 animal4026 2020 female Angler 89.48
animal7633 animal5350 animal3788 2020 female Angler 95.39
animal7634 animal5350 animal3496 2020 male Angler 84.71
animal8779 animal5350 animal6162 2020 male Angler 83.98
animal7635 animal5350 animal4384 2020 female Angler 92.6
animal7636 animal5350 animal4953 2020 female Angler 85.23
animal7637 animal5350 animal5388 2020 female Angler 96.65
animal7638 animal5350 animal3822 2020 female Angler 96.66
animal7639 animal5350 animal4772 2020 female Angler 78.03
animal7640 animal5350 animal3801 2020 female Angler 94.86
animal7641 animal5350 animal5489 2020 female Angler 95.85
animal8780 animal5350 animal6229 2020 female Angler 94.34
animal7642 animal5350 animal4302 2020 male Angler 90.79
animal7643 animal5350 animal1368 2020 male Angler 101.08
animal7644 animal5350 animal4386 2020 male Angler 96.19
animal7645 animal5350 animal4295 2020 male Angler 87.21
animal7646 animal5350 animal3818 2020 female Angler 88.03
animal7647 animal5350 animal1335 2020 male Angler 94.4
animal7648 animal3597 animal5436 2020 male Angler 97.8
animal4651 animal3597 animal4000 2020 male Angler 100.12
animal5215 animal3597 animal4388 2020 male Angler 78.09
animal7649 animal3597 animal5391 2020 male Angler 80.43
animal10774 animal3597 animal8170 2020 female Angler 87.13
animal5991 animal3597 animal4883 2020 female Angler 96.59
animal8781 animal3597 animal6229 2020 male Angler 97.04
animal8782 animal3597 animal6165 2020 male Angler 89.1
animal5216 animal3597 animal4362 2020 male Angler 93.7
animal13086 animal3597 animal11704 2020 female Angler 87.05
animal4652 animal3597 animal4090 2020 male Angler 92.63
animal5992 animal3597 animal4873 2020 male Angler 91.8
animal5217 animal3597 animal4361 2020 male Angler 94.34
animal5218 animal3597 animal4395 2020 female Angler 88.25
animal5219 animal3597 animal4316 2020 male Angler 96.95
animal5220 animal3597 animal4364 2020 male Angler 86.65
animal5221 animal3597 animal4296 2020 female Angler 90.79
animal5993 animal3597 animal4816 2020 male Angler 94.47
animal10775 animal3597 animal8169 2020 male Angler 105.31
animal10776 animal3597 animal8181 2020 male Angler 104.88
animal4196 animal3597 animal3789 2020 male Angler 87.15
animal7650 animal3597 animal5355 2020 female Angler 92.57
animal5994 animal3597 animal4800 2020 male Angler 81.75
animal5222 animal3597 animal4397 2020 female Angler 98.49
animal5995 animal3597 animal4797 2020 male Angler 75.96
animal7651 animal3597 animal5370 2020 male Angler 107.32
animal5996 animal3597 animal4861 2020 female Angler 108.62
animal5223 animal3597 animal4396 2020 female Angler 88.03
animal13087 animal3597 animal11702 2020 female Angler 97.56
animal8783 animal3597 animal6236 2020 female Angler 89.86
animal10777 animal3597 animal8192 2020 female Angler 84.71
animal5997 animal3597 animal4921 2020 female Angler 96.27
animal5998 animal3597 animal4959 2020 male Angler 90.19
animal5999 animal3597 animal4852 2020 female Angler 76.87
animal4653 animal3597 animal4033 2020 female Angler 100.63
animal7652 animal3597 animal5423 2020 male Angler 88.47
animal5224 animal3597 animal4352 2020 male Angler 91.79
animal3881 animal3597 animal3374 2020 female Angler 81.26
animal6000 animal4783 animal4950 2020 female Angler 84.03
animal7653 animal4783 animal5464 2020 female Angler 88.29
animal8784 animal4783 animal6215 2020 female Angler 78.64
animal7654 animal4783 animal5459 2020 male Angler 83.03
animal6001 animal4783 animal4349 2020 male Angler 90.91
animal8785 animal4783 animal6241 2020 female Angler 85.06
animal6002 animal4783 animal4097 2020 male Angler 90.53
animal6003 animal4783 animal4342 2020 male Angler 88.93
animal6004 animal4783 animal4926 2020 female Angler 80.64
animal6005 animal4783 animal4398 2020 female Angler 90.93
animal6006 animal4783 animal4273 2020 female Angler 102.89
animal6007 animal4783 animal1325 2020 female Angler 89.54
animal7655 animal4783 animal5459 2020 female Angler 87.53
animal6008 animal4783 animal4835 2020 male Angler 90.18
animal6009 animal4783 animal3618 2020 female Angler 95.66
animal6010 animal4783 animal4394 2020 female Angler 77.97
animal6011 animal4783 animal4065 2020 male Angler 71.57
animal8786 animal4783 animal6170 2020 male Angler 89.41
animal6012 animal4783 animal4781 2020 male Angler 76.65
animal6013 animal4783 animal1351 2020 male Angler 85.99
animal6014 animal4783 animal4843 2020 female Angler 94.94
animal6015 animal4783 animal3793 2020 female Angler 77.57
animal10778 animal4783 animal8213 2020 female Angler 90.74
animal6016 animal4783 animal4102 2020 female Angler 79.11
animal10779 animal4783 animal8196 2020 female Angler 94.01
animal6017 animal4783 animal1322 2020 female Angler 69.22
animal8787 animal4783 animal6201 2020 female Angler 82.43
animal6018 animal4783 animal4100 2020 female Angler 96.93
animal7656 animal4783 animal5435 2020 female Angler 83.8
animal6019 animal4783 animal4101 2020 male Angler 99.34
animal7657 animal4783 animal5486 2020 female Angler 95.43
animal6020 animal4783 animal4939 2020 female Angler 83.06
animal6021 animal4783 animal1366 2020 female Angler 89.29
animal10780 animal4783 animal8199 2020 male Angler 82.41
animal10781 animal4783 animal8178 2020 male Angler 89.42
animal6022 animal4783 animal4316 2020 female Angler 89.14
animal6023 animal4783 animal3607 2020 male Angler 92.08
animal6024 animal4783 animal3592 2020 male Angler 75.1
animal5225 animal4291 animal4025 2020 male Angler 84.88
animal6025 animal4291 animal4779 2020 male Angler 73.93
animal5226 animal4291 animal4343 2020 female Angler 86.45
animal5227 animal4291 animal4079 2020 male Angler 78.24
animal5228 animal4291 animal4399 2020 male Angler 91.24
animal7658 animal4291 animal5457 2020 male Angler 96.54
animal7659 animal4291 animal5386 2020 female Angler 94.68
animal5229 animal4291 animal3372 2020 male Angler 86.98
animal5230 animal4291 animal4274 2020 male Angler 82.12
animal5231 animal4291 animal3803 2020 female Angler 92.32
animal5232 animal4291 animal4390 2020 male Angler 81.96
animal6026 animal4291 animal4817 2020 female Angler 77.18
animal6027 animal4291 animal4857 2020 female Angler 93.88
animal8788 animal4291 animal6168 2020 female Angler 82.99
animal5233 animal4291 animal3988 2020 male Angler 93.31
animal6028 animal4291 animal4779 2020 female Angler 81.35
animal6029 animal4291 animal4873 2020 female Angler 79.78
animal6030 animal4291 animal4953 2020 male Angler 87.66
animal5234 animal4291 animal4023 2020 male Angler 81.23
animal5235 animal4291 animal4020 2020 male Angler 83.1
animal5236 animal4291 animal4014 2020 male Angler 84.09
animal5237 animal4291 animal4350 2020 male Angler 80.64
animal5238 animal4291 animal4360 2020 female Angler 100.45
animal6031 animal4291 animal4957 2020 female Angler 89.32
animal6032 animal4291 animal4775 2020 male Angler 75.43
animal8789 animal4291 animal6244 2020 female Angler 95.13
animal8790 animal4291 animal6236 2020 female Angler 94.32
animal6033 animal4291 animal4830 2020 male Angler 84.04
animal7660 animal4291 animal5441 2020 female Angler 88.85
animal5239 animal4291 animal4281 2020 female Angler 86.03
animal5240 animal4291 animal4364 2020 female Angler 89.79
animal5241 animal4291 animal3813 2020 female Angler 85.57
animal5242 animal4291 animal4086 2020 male Angler 74.35
